feedback_id,customer_id,rating,review_text,sentiment_score,feedback_date,created_at
1055,1773,2,Took too long to arrive.,-0.77,2023-12-31,2026-02-12 12:59:22
1056,1773,3,It's okay. Average product.,0.19,2024-12-13,2026-02-12 12:59:22
1057,1773,4,Excellent quality and fast shipping.,0.95,2023-07-27,2026-02-12 12:59:22
1058,1778,2,Not as described. Disappointed.,-0.34,2024-08-21,2026-02-12 12:59:22
1059,1779,4,Perfect! Exceeded expectations.,0.66,2023-12-01,2026-02-12 12:59:22
1060,1779,5,Perfect! Exceeded expectations.,0.91,2024-04-07,2026-02-12 12:59:22
1061,1779,4,Great product! Highly recommend.,0.99,2024-06-13,2026-02-12 12:59:22
1062,1781,4,Perfect! Exceeded expectations.,0.64,2024-02-10,2026-02-12 12:59:22
1063,1781,4,Very satisfied with my purchase.,0.5,2023-08-04,2026-02-12 12:59:22
1064,1781,5,Perfect! Exceeded expectations.,0.86,2024-08-03,2026-02-12 12:59:22
1065,1782,5,Very satisfied with my purchase.,0.98,2023-06-12,2026-02-12 12:59:22
1066,1782,5,Excellent quality and fast shipping.,0.75,2024-08-29,2026-02-12 12:59:22
1067,1783,5,Great product! Highly recommend.,0.95,2024-11-04,2026-02-12 12:59:22
1068,1783,2,Had to return it.,-0.74,2024-12-04,2026-02-12 12:59:22
1069,1787,3,It's okay. Average product.,0.19,2024-08-07,2026-02-12 12:59:22
1070,1787,2,Not worth the price.,-0.52,2024-10-12,2026-02-12 12:59:22
1071,1789,3,It's okay. Average product.,0.04,2023-02-27,2026-02-12 12:59:22
1072,1789,3,It's okay. Average product.,-0.15,2024-08-01,2026-02-12 12:59:22
1073,1790,4,Perfect! Exceeded expectations.,0.69,2022-11-11,2026-02-12 12:59:22
1074,1791,5,Perfect! Exceeded expectations.,0.59,2023-09-21,2026-02-12 12:59:22
1075,1793,3,It's okay. Average product.,0.14,2024-07-19,2026-02-12 12:59:22
1076,1794,4,Amazing! Will buy again.,0.96,2024-12-27,2026-02-12 12:59:22
1077,1799,4,Excellent quality and fast shipping.,0.66,2023-10-08,2026-02-12 12:59:22
1078,1799,2,Had to return it.,-0.41,2023-12-25,2026-02-12 12:59:22
1079,1799,4,Amazing! Will buy again.,0.78,2024-09-26,2026-02-12 12:59:22
1080,1802,3,It's okay. Average product.,0.09,2023-05-17,2026-02-12 12:59:22
1081,1803,4,Excellent quality and fast shipping.,0.64,2023-07-28,2026-02-12 12:59:22
1082,1803,2,Had to return it.,-0.96,2023-11-16,2026-02-12 12:59:22
1083,1803,4,Great product! Highly recommend.,0.66,2023-01-17,2026-02-12 12:59:22
1084,1804,1,Not worth the price.,-0.49,2024-12-19,2026-02-12 12:59:22
1085,1804,3,It's okay. Average product.,0.12,2024-12-19,2026-02-12 12:59:22
1086,1806,1,Had to return it.,-0.91,2024-07-04,2026-02-12 12:59:22
1087,1806,5,Amazing! Will buy again.,0.58,2024-04-03,2026-02-12 12:59:22
1088,1808,5,Perfect! Exceeded expectations.,0.87,2023-12-10,2026-02-12 12:59:22
1089,1808,2,Not as described. Disappointed.,-0.98,2022-09-15,2026-02-12 12:59:22
1090,1808,4,Great product! Highly recommend.,0.69,2023-03-29,2026-02-12 12:59:22
1091,1809,5,Excellent quality and fast shipping.,0.76,2024-11-01,2026-02-12 12:59:22
1092,1809,5,Very satisfied with my purchase.,0.58,2024-07-13,2026-02-12 12:59:22
1093,1810,3,It's okay. Average product.,0.06,2024-04-14,2026-02-12 12:59:22
1094,1810,5,Great product! Highly recommend.,0.62,2024-11-02,2026-02-12 12:59:22
1095,1810,4,Great product! Highly recommend.,0.99,2023-08-27,2026-02-12 12:59:22
1096,1811,3,It's okay. Average product.,-0.01,2023-05-26,2026-02-12 12:59:22
1097,1817,3,It's okay. Average product.,-0.1,2023-07-20,2026-02-12 12:59:22
1098,1817,4,Amazing! Will buy again.,0.99,2023-10-31,2026-02-12 12:59:22
1099,1817,5,Perfect! Exceeded expectations.,0.73,2024-10-15,2026-02-12 12:59:22
1100,1818,4,Very satisfied with my purchase.,0.83,2024-11-28,2026-02-12 12:59:22
1101,1821,3,It's okay. Average product.,0.09,2024-11-07,2026-02-12 12:59:22
1102,1821,4,Excellent quality and fast shipping.,0.76,2024-08-10,2026-02-12 12:59:22
1103,1828,5,Perfect! Exceeded expectations.,0.98,2024-11-23,2026-02-12 12:59:22
1104,1833,4,Excellent quality and fast shipping.,0.69,2024-08-14,2026-02-12 12:59:22
1105,1833,4,Excellent quality and fast shipping.,0.61,2023-01-31,2026-02-12 12:59:22
1106,1833,4,Very satisfied with my purchase.,0.56,2024-01-29,2026-02-12 12:59:22
1107,1848,3,It's okay. Average product.,0.04,2023-02-25,2026-02-12 12:59:22
1108,1848,4,Perfect! Exceeded expectations.,0.86,2024-03-31,2026-02-12 12:59:22
1109,1848,2,Not worth the price.,-0.81,2024-03-01,2026-02-12 12:59:22
1110,1851,3,It's okay. Average product.,-0.13,2024-02-22,2026-02-12 12:59:22
1111,1851,5,Excellent quality and fast shipping.,0.93,2024-12-21,2026-02-12 12:59:22
1112,1851,3,It's okay. Average product.,-0.13,2024-11-14,2026-02-12 12:59:22
1113,1852,5,Perfect! Exceeded expectations.,0.98,2024-06-03,2026-02-12 12:59:22
1114,1852,4,Great product! Highly recommend.,0.85,2024-07-22,2026-02-12 12:59:22
1115,1852,4,Amazing! Will buy again.,0.77,2024-08-06,2026-02-12 12:59:22
1116,1855,2,Had to return it.,-0.86,2024-07-23,2026-02-12 12:59:22
1117,1855,3,It's okay. Average product.,-0.16,2024-04-28,2026-02-12 12:59:22
1118,1856,1,Poor quality. Would not recommend.,-0.38,2024-11-23,2026-02-12 12:59:22
1119,1865,3,It's okay. Average product.,0.18,2023-04-17,2026-02-12 12:59:22
1120,1865,2,Took too long to arrive.,-0.44,2023-10-01,2026-02-12 12:59:22
1121,1865,5,Very satisfied with my purchase.,0.84,2022-09-09,2026-02-12 12:59:22
1122,1871,4,Amazing! Will buy again.,0.54,2024-08-14,2026-02-12 12:59:22
1123,1871,1,Poor quality. Would not recommend.,-0.33,2023-10-06,2026-02-12 12:59:22
1124,1871,2,Not as described. Disappointed.,-0.8,2023-12-12,2026-02-12 12:59:22
1125,1873,5,Excellent quality and fast shipping.,0.84,2024-09-24,2026-02-12 12:59:22
1126,1873,4,Very satisfied with my purchase.,0.96,2024-07-07,2026-02-12 12:59:22
1127,1874,5,Great product! Highly recommend.,0.64,2024-06-09,2026-02-12 12:59:22
1128,1876,3,It's okay. Average product.,-0.13,2024-11-04,2026-02-12 12:59:22
1129,1879,4,Excellent quality and fast shipping.,0.64,2024-11-25,2026-02-12 12:59:22
1130,1879,5,Perfect! Exceeded expectations.,0.88,2024-11-14,2026-02-12 12:59:22
1131,1879,4,Amazing! Will buy again.,0.6,2024-12-15,2026-02-12 12:59:22
1132,1887,3,It's okay. Average product.,0.03,2022-11-05,2026-02-12 12:59:22
1133,1893,4,Great product! Highly recommend.,0.62,2024-11-15,2026-02-12 12:59:22
1134,1900,5,Perfect! Exceeded expectations.,0.78,2023-07-25,2026-02-12 12:59:22
1135,1900,3,It's okay. Average product.,-0.02,2024-02-11,2026-02-12 12:59:22
1136,1900,4,Great product! Highly recommend.,0.94,2023-08-04,2026-02-12 12:59:22
1137,1904,5,Perfect! Exceeded expectations.,0.62,2024-10-26,2026-02-12 12:59:22
1138,1904,4,Amazing! Will buy again.,0.98,2024-04-01,2026-02-12 12:59:22
1139,1907,5,Very satisfied with my purchase.,0.72,2024-05-25,2026-02-12 12:59:22
1140,1912,4,Excellent quality and fast shipping.,0.57,2024-09-26,2026-02-12 12:59:22
1141,1917,2,Had to return it.,-0.33,2022-05-11,2026-02-12 12:59:22
1142,1920,4,Perfect! Exceeded expectations.,0.84,2024-12-21,2026-02-12 12:59:22
1143,1920,4,Very satisfied with my purchase.,0.93,2024-11-17,2026-02-12 12:59:22
1144,1921,5,Excellent quality and fast shipping.,0.87,2024-02-08,2026-02-12 12:59:22
1145,1927,5,Perfect! Exceeded expectations.,0.5,2023-02-12,2026-02-12 12:59:22
1146,1927,3,It's okay. Average product.,0.02,2023-06-23,2026-02-12 12:59:22
1147,1927,4,Perfect! Exceeded expectations.,0.61,2023-11-24,2026-02-12 12:59:22
1148,1932,1,Poor quality. Would not recommend.,-0.6,2024-12-20,2026-02-12 12:59:22
1149,1932,4,Amazing! Will buy again.,0.87,2024-11-06,2026-02-12 12:59:22
1150,1947,2,Took too long to arrive.,-0.88,2023-12-11,2026-02-12 12:59:22
1151,1947,5,Excellent quality and fast shipping.,0.91,2024-11-21,2026-02-12 12:59:22
1152,1947,4,Very satisfied with my purchase.,0.68,2023-04-16,2026-02-12 12:59:22
1153,1948,1,Poor quality. Would not recommend.,-0.52,2024-04-15,2026-02-12 12:59:22
1154,1950,4,Very satisfied with my purchase.,0.63,2024-07-13,2026-02-12 12:59:22
1155,1951,4,Very satisfied with my purchase.,0.97,2023-08-12,2026-02-12 12:59:22
1156,1960,2,Not as described. Disappointed.,-0.47,2024-09-17,2026-02-12 12:59:22
1157,1960,2,Took too long to arrive.,-0.8,2024-05-29,2026-02-12 12:59:22
1158,1965,4,Amazing! Will buy again.,0.59,2023-11-12,2026-02-12 12:59:22
1159,1965,4,Amazing! Will buy again.,0.53,2023-10-07,2026-02-12 12:59:22
1160,1966,5,Amazing! Will buy again.,0.87,2024-12-28,2026-02-12 12:59:22
1161,1966,4,Amazing! Will buy again.,0.54,2024-08-30,2026-02-12 12:59:22
1162,1966,1,Had to return it.,-0.8,2024-09-13,2026-02-12 12:59:22
1163,1974,3,It's okay. Average product.,0.02,2024-08-13,2026-02-12 12:59:22
1164,1974,5,Very satisfied with my purchase.,0.55,2024-01-30,2026-02-12 12:59:22
1165,1974,4,Excellent quality and fast shipping.,0.66,2023-07-12,2026-02-12 12:59:22
1166,1984,3,It's okay. Average product.,-0.14,2024-08-21,2026-02-12 12:59:22
1167,1984,3,It's okay. Average product.,-0.11,2022-09-05,2026-02-12 12:59:22
1168,1987,5,Very satisfied with my purchase.,0.63,2024-09-01,2026-02-12 12:59:22
1169,1987,5,Excellent quality and fast shipping.,0.78,2023-07-20,2026-02-12 12:59:22
1170,1987,5,Very satisfied with my purchase.,0.92,2024-10-08,2026-02-12 12:59:22
1171,1991,4,Amazing! Will buy again.,0.66,2024-01-02,2026-02-12 12:59:22
1172,1991,4,Excellent quality and fast shipping.,0.94,2024-11-22,2026-02-12 12:59:22
1173,1991,5,Great product! Highly recommend.,0.82,2023-08-11,2026-02-12 12:59:22
1174,1992,3,It's okay. Average product.,-0.04,2023-10-09,2026-02-12 12:59:22
1175,1994,5,Great product! Highly recommend.,0.56,2022-11-24,2026-02-12 12:59:22
1176,1994,1,Took too long to arrive.,-0.35,2022-12-19,2026-02-12 12:59:22
1177,1994,4,Great product! Highly recommend.,0.82,2023-01-11,2026-02-12 12:59:22
1178,1997,5,Great product! Highly recommend.,0.72,2023-05-08,2026-02-12 12:59:22
1179,1997,3,It's okay. Average product.,0.13,2024-09-13,2026-02-12 12:59:22
1180,1998,4,Amazing! Will buy again.,0.57,2024-10-07,2026-02-12 12:59:22
1181,2003,4,Very satisfied with my purchase.,0.65,2024-05-17,2026-02-12 12:59:22
1182,2003,5,Very satisfied with my purchase.,0.58,2022-09-09,2026-02-12 12:59:22
1183,2006,1,Poor quality. Would not recommend.,-0.32,2024-05-11,2026-02-12 12:59:22
1184,2006,3,It's okay. Average product.,0.03,2024-02-06,2026-02-12 12:59:22
1185,2006,2,Not worth the price.,-0.58,2024-07-13,2026-02-12 12:59:22
1186,2008,5,Excellent quality and fast shipping.,0.8,2023-05-17,2026-02-12 12:59:22
1187,2008,3,It's okay. Average product.,0.04,2024-04-19,2026-02-12 12:59:22
1188,2008,5,Great product! Highly recommend.,0.69,2023-05-15,2026-02-12 12:59:22
1189,2014,3,It's okay. Average product.,-0.03,2023-01-09,2026-02-12 12:59:22
1190,2014,4,Amazing! Will buy again.,0.83,2023-01-11,2026-02-12 12:59:22
1191,2014,4,Amazing! Will buy again.,0.84,2023-05-24,2026-02-12 12:59:22
1192,2016,4,Great product! Highly recommend.,0.84,2024-04-08,2026-02-12 12:59:22
1193,2017,5,Perfect! Exceeded expectations.,0.79,2023-04-13,2026-02-12 12:59:22
1194,2017,5,Perfect! Exceeded expectations.,0.73,2023-06-14,2026-02-12 12:59:22
1195,2017,3,It's okay. Average product.,-0.1,2024-09-28,2026-02-12 12:59:22
1196,2023,3,It's okay. Average product.,0.03,2023-12-10,2026-02-12 12:59:22
1197,2023,4,Perfect! Exceeded expectations.,0.73,2024-02-14,2026-02-12 12:59:22
1198,2023,3,It's okay. Average product.,0.13,2024-09-19,2026-02-12 12:59:22
1199,2024,4,Amazing! Will buy again.,0.53,2023-05-29,2026-02-12 12:59:22
1200,2024,1,Poor quality. Would not recommend.,-0.47,2024-03-19,2026-02-12 12:59:22
1201,2028,4,Great product! Highly recommend.,0.78,2024-03-18,2026-02-12 12:59:22
1202,2028,3,It's okay. Average product.,0.17,2024-06-20,2026-02-12 12:59:22
1203,2028,5,Very satisfied with my purchase.,0.61,2024-12-23,2026-02-12 12:59:22
1204,2030,2,Not as described. Disappointed.,-0.72,2024-06-26,2026-02-12 12:59:22
1205,2030,5,Amazing! Will buy again.,0.52,2024-04-19,2026-02-12 12:59:22
1206,2034,4,Very satisfied with my purchase.,0.72,2024-08-08,2026-02-12 12:59:22
1207,2034,3,It's okay. Average product.,0.18,2024-05-26,2026-02-12 12:59:22
1208,2034,4,Amazing! Will buy again.,0.69,2024-09-06,2026-02-12 12:59:22
1209,2037,5,Very satisfied with my purchase.,0.78,2024-09-26,2026-02-12 12:59:22
1210,2038,3,It's okay. Average product.,0.01,2024-03-01,2026-02-12 12:59:22
1211,2039,3,It's okay. Average product.,0.18,2024-10-04,2026-02-12 12:59:22
1212,2039,2,Took too long to arrive.,-0.75,2023-12-30,2026-02-12 12:59:22
1213,2039,4,Great product! Highly recommend.,0.85,2024-09-09,2026-02-12 12:59:22
1214,2048,4,Excellent quality and fast shipping.,0.64,2024-09-10,2026-02-12 12:59:22
1215,2048,4,Great product! Highly recommend.,0.72,2024-05-11,2026-02-12 12:59:22
1216,2048,4,Great product! Highly recommend.,0.61,2024-08-26,2026-02-12 12:59:22
1217,2049,1,Poor quality. Would not recommend.,-0.85,2024-10-04,2026-02-12 12:59:22
1218,2049,2,Not as described. Disappointed.,-0.46,2024-12-16,2026-02-12 12:59:22
1219,2058,2,Not as described. Disappointed.,-0.34,2024-01-23,2026-02-12 12:59:22
1220,2058,4,Great product! Highly recommend.,0.71,2022-12-09,2026-02-12 12:59:22
1221,2063,3,It's okay. Average product.,-0.19,2024-09-18,2026-02-12 12:59:22
1222,2063,4,Very satisfied with my purchase.,0.68,2024-11-15,2026-02-12 12:59:22
1223,2064,1,Had to return it.,-0.39,2024-01-03,2026-02-12 12:59:22
1224,2069,3,It's okay. Average product.,0.09,2024-09-09,2026-02-12 12:59:22
1225,2069,2,Not worth the price.,-0.92,2024-12-08,2026-02-12 12:59:22
1226,2069,2,Not as described. Disappointed.,-0.93,2024-07-05,2026-02-12 12:59:22
1227,2072,2,Not worth the price.,-0.67,2023-06-05,2026-02-12 12:59:22
1228,2079,4,Perfect! Exceeded expectations.,0.63,2023-08-26,2026-02-12 12:59:22
1229,2079,4,Perfect! Exceeded expectations.,0.52,2024-03-09,2026-02-12 12:59:22
1230,2079,3,It's okay. Average product.,-0.12,2024-04-09,2026-02-12 12:59:22
1231,2090,4,Very satisfied with my purchase.,0.98,2023-10-28,2026-02-12 12:59:22
1232,2092,3,It's okay. Average product.,-0.18,2023-03-28,2026-02-12 12:59:22
1233,2092,4,Excellent quality and fast shipping.,0.54,2023-03-10,2026-02-12 12:59:22
1234,2092,5,Very satisfied with my purchase.,0.79,2023-02-06,2026-02-12 12:59:22
1235,2093,1,Not worth the price.,-0.68,2024-05-05,2026-02-12 12:59:22
1236,2101,3,It's okay. Average product.,0.16,2024-10-15,2026-02-12 12:59:22
1237,2101,4,Excellent quality and fast shipping.,0.77,2024-11-16,2026-02-12 12:59:22
1238,2106,4,Great product! Highly recommend.,0.57,2024-02-03,2026-02-12 12:59:22
1239,2106,5,Amazing! Will buy again.,0.8,2024-01-08,2026-02-12 12:59:22
1240,2109,4,Excellent quality and fast shipping.,0.73,2024-11-10,2026-02-12 12:59:22
1241,2110,5,Excellent quality and fast shipping.,0.72,2024-04-26,2026-02-12 12:59:22
1242,2112,3,It's okay. Average product.,0.15,2024-05-19,2026-02-12 12:59:22
1243,2112,4,Amazing! Will buy again.,0.53,2024-07-15,2026-02-12 12:59:22
1244,2115,2,Had to return it.,-0.5,2024-05-13,2026-02-12 12:59:22
1245,2118,1,Not worth the price.,-0.96,2024-02-02,2026-02-12 12:59:22
1246,2126,5,Very satisfied with my purchase.,0.91,2023-12-27,2026-02-12 12:59:22
1247,2128,4,Great product! Highly recommend.,0.66,2024-07-18,2026-02-12 12:59:22
1248,2128,3,It's okay. Average product.,0.14,2024-09-14,2026-02-12 12:59:22
1249,2128,2,Poor quality. Would not recommend.,-0.58,2023-06-18,2026-02-12 12:59:22
1250,2130,5,Perfect! Exceeded expectations.,0.56,2024-09-07,2026-02-12 12:59:22
1251,2140,3,It's okay. Average product.,0.02,2024-05-14,2026-02-12 12:59:22
1252,2140,2,Not as described. Disappointed.,-0.95,2024-01-25,2026-02-12 12:59:22
1253,2143,4,Great product! Highly recommend.,0.71,2023-11-13,2026-02-12 12:59:22
1254,2143,2,Not worth the price.,-0.92,2023-08-29,2026-02-12 12:59:22
1255,2144,2,Not as described. Disappointed.,-0.66,2023-03-08,2026-02-12 12:59:22
1256,2144,3,It's okay. Average product.,0.16,2023-10-27,2026-02-12 12:59:22
1257,2144,5,Perfect! Exceeded expectations.,0.92,2023-11-06,2026-02-12 12:59:22
1258,2146,4,Very satisfied with my purchase.,0.85,2024-08-21,2026-02-12 12:59:22
1259,2146,5,Amazing! Will buy again.,0.7,2024-09-14,2026-02-12 12:59:22
1260,2146,1,Poor quality. Would not recommend.,-0.83,2024-01-09,2026-02-12 12:59:22
1261,2150,2,Took too long to arrive.,-0.63,2022-06-14,2026-02-12 12:59:22
1262,2160,4,Perfect! Exceeded expectations.,0.99,2024-10-09,2026-02-12 12:59:22
1263,2160,4,Great product! Highly recommend.,0.65,2024-09-24,2026-02-12 12:59:22
1264,2163,4,Excellent quality and fast shipping.,0.63,2024-02-12,2026-02-12 12:59:22
1265,2164,4,Very satisfied with my purchase.,0.52,2024-12-16,2026-02-12 12:59:22
1266,2164,4,Amazing! Will buy again.,0.9,2024-06-19,2026-02-12 12:59:22
1267,2168,5,Excellent quality and fast shipping.,0.81,2024-03-21,2026-02-12 12:59:22
1268,2168,4,Very satisfied with my purchase.,0.68,2023-10-17,2026-02-12 12:59:22
1269,2169,4,Perfect! Exceeded expectations.,0.98,2024-07-28,2026-02-12 12:59:22
1270,2169,3,It's okay. Average product.,-0.14,2023-04-11,2026-02-12 12:59:22
1271,2169,5,Excellent quality and fast shipping.,0.53,2023-08-31,2026-02-12 12:59:22
1272,2176,3,It's okay. Average product.,-0.17,2024-09-22,2026-02-12 12:59:22
1273,2176,3,It's okay. Average product.,0.02,2022-06-23,2026-02-12 12:59:22
1274,2176,4,Perfect! Exceeded expectations.,0.55,2022-09-01,2026-02-12 12:59:22
1275,2178,4,Perfect! Exceeded expectations.,0.81,2024-09-11,2026-02-12 12:59:22
1276,2179,4,Amazing! Will buy again.,0.7,2023-11-11,2026-02-12 12:59:22
1277,2179,4,Very satisfied with my purchase.,0.82,2024-11-15,2026-02-12 12:59:22
1278,2179,3,It's okay. Average product.,0.0,2024-05-13,2026-02-12 12:59:22
1279,2181,5,Amazing! Will buy again.,0.89,2023-03-16,2026-02-12 12:59:22
1280,2181,2,Not as described. Disappointed.,-0.64,2024-09-12,2026-02-12 12:59:22
1281,2191,4,Amazing! Will buy again.,0.9,2024-05-16,2026-02-12 12:59:22
1282,2191,5,Excellent quality and fast shipping.,0.61,2023-09-22,2026-02-12 12:59:22
1283,2192,4,Perfect! Exceeded expectations.,0.7,2023-11-14,2026-02-12 12:59:22
1284,2192,5,Very satisfied with my purchase.,0.82,2024-12-17,2026-02-12 12:59:22
1285,2192,5,Amazing! Will buy again.,0.94,2023-09-05,2026-02-12 12:59:22
1286,2193,4,Very satisfied with my purchase.,0.77,2024-03-14,2026-02-12 12:59:22
1287,2194,4,Amazing! Will buy again.,0.93,2024-09-24,2026-02-12 12:59:22
1288,2199,5,Amazing! Will buy again.,0.63,2024-03-19,2026-02-12 12:59:22
1289,2199,4,Great product! Highly recommend.,0.75,2024-03-22,2026-02-12 12:59:22
1290,2199,4,Perfect! Exceeded expectations.,0.71,2024-03-16,2026-02-12 12:59:22
1291,2204,4,Very satisfied with my purchase.,0.69,2023-09-21,2026-02-12 12:59:22
1292,2205,3,It's okay. Average product.,0.05,2023-12-12,2026-02-12 12:59:22
1293,2208,5,Excellent quality and fast shipping.,0.98,2024-11-07,2026-02-12 12:59:22
1294,2208,5,Great product! Highly recommend.,0.84,2024-09-13,2026-02-12 12:59:22
1295,2208,5,Very satisfied with my purchase.,0.53,2024-04-14,2026-02-12 12:59:22
1296,2209,4,Excellent quality and fast shipping.,1.0,2023-12-11,2026-02-12 12:59:22
1297,2209,4,Amazing! Will buy again.,0.68,2023-09-13,2026-02-12 12:59:22
1298,2220,4,Great product! Highly recommend.,1.0,2024-04-30,2026-02-12 12:59:22
1299,2220,5,Great product! Highly recommend.,0.51,2024-12-12,2026-02-12 12:59:22
1300,2220,3,It's okay. Average product.,-0.08,2024-05-17,2026-02-12 12:59:22
1301,2225,4,Amazing! Will buy again.,0.63,2024-04-23,2026-02-12 12:59:22
1302,2225,5,Very satisfied with my purchase.,0.92,2023-03-06,2026-02-12 12:59:22
1303,2226,1,Poor quality. Would not recommend.,-0.96,2023-07-14,2026-02-12 12:59:22
1304,2226,3,It's okay. Average product.,0.02,2022-02-04,2026-02-12 12:59:22
1305,2229,4,Great product! Highly recommend.,0.93,2024-08-06,2026-02-12 12:59:22
1306,2229,5,Excellent quality and fast shipping.,0.62,2024-05-21,2026-02-12 12:59:22
1307,2230,4,Great product! Highly recommend.,0.57,2024-12-26,2026-02-12 12:59:22
1308,2230,5,Amazing! Will buy again.,0.54,2023-06-20,2026-02-12 12:59:22
1309,2231,3,It's okay. Average product.,0.0,2024-07-18,2026-02-12 12:59:22
1310,2231,4,Amazing! Will buy again.,0.99,2024-04-11,2026-02-12 12:59:22
1311,2232,2,Not as described. Disappointed.,-0.94,2022-12-26,2026-02-12 12:59:22
1312,2232,4,Amazing! Will buy again.,0.95,2024-05-21,2026-02-12 12:59:22
1313,2232,5,Great product! Highly recommend.,0.69,2024-01-19,2026-02-12 12:59:22
1314,2234,5,Great product! Highly recommend.,0.67,2024-12-29,2026-02-12 12:59:22
1315,2234,5,Excellent quality and fast shipping.,0.85,2024-11-17,2026-02-12 12:59:22
1316,2234,3,It's okay. Average product.,0.0,2024-11-23,2026-02-12 12:59:22
1317,2238,5,Very satisfied with my purchase.,0.71,2024-07-24,2026-02-12 12:59:22
1318,2244,4,Perfect! Exceeded expectations.,0.71,2024-06-09,2026-02-12 12:59:22
1319,2244,4,Perfect! Exceeded expectations.,0.81,2023-05-04,2026-02-12 12:59:22
1320,2244,4,Perfect! Exceeded expectations.,0.79,2023-08-29,2026-02-12 12:59:22
1321,2245,3,It's okay. Average product.,0.08,2023-03-04,2026-02-12 12:59:22
1322,2250,5,Very satisfied with my purchase.,0.87,2023-12-05,2026-02-12 12:59:22
1323,2250,5,Very satisfied with my purchase.,0.57,2022-06-10,2026-02-12 12:59:22
1324,2250,3,It's okay. Average product.,-0.06,2024-08-07,2026-02-12 12:59:22
1325,2254,4,Very satisfied with my purchase.,0.77,2024-11-28,2026-02-12 12:59:22
1326,2254,3,It's okay. Average product.,0.01,2022-05-15,2026-02-12 12:59:22
1327,2261,3,It's okay. Average product.,0.18,2024-04-10,2026-02-12 12:59:22
1328,2261,4,Great product! Highly recommend.,0.55,2024-09-23,2026-02-12 12:59:22
1329,2273,5,Excellent quality and fast shipping.,0.97,2024-03-08,2026-02-12 12:59:22
1330,2273,1,Took too long to arrive.,-0.31,2024-10-14,2026-02-12 12:59:22
1331,2276,4,Excellent quality and fast shipping.,0.69,2024-02-29,2026-02-12 12:59:22
1332,2276,3,It's okay. Average product.,0.15,2023-11-06,2026-02-12 12:59:22
1333,2276,2,Poor quality. Would not recommend.,-0.53,2024-05-27,2026-02-12 12:59:22
1334,2282,5,Great product! Highly recommend.,0.56,2022-10-30,2026-02-12 12:59:22
1335,2282,4,Excellent quality and fast shipping.,0.77,2024-08-17,2026-02-12 12:59:22
1336,2286,4,Excellent quality and fast shipping.,0.92,2023-07-03,2026-02-12 12:59:22
1337,2286,3,It's okay. Average product.,-0.15,2024-03-29,2026-02-12 12:59:22
1338,2286,3,It's okay. Average product.,-0.11,2023-10-31,2026-02-12 12:59:22
1339,2287,4,Excellent quality and fast shipping.,0.99,2023-09-23,2026-02-12 12:59:22
1340,2287,5,Great product! Highly recommend.,0.51,2024-10-24,2026-02-12 12:59:22
1341,2289,5,Perfect! Exceeded expectations.,0.58,2024-12-21,2026-02-12 12:59:22
1342,2295,4,Amazing! Will buy again.,0.58,2022-12-23,2026-02-12 12:59:22
1343,2299,3,It's okay. Average product.,0.01,2023-10-13,2026-02-12 12:59:22
1344,2299,5,Very satisfied with my purchase.,0.77,2024-09-14,2026-02-12 12:59:22
1345,2301,5,Amazing! Will buy again.,0.88,2024-05-16,2026-02-12 12:59:22
1346,2301,5,Excellent quality and fast shipping.,0.99,2022-09-25,2026-02-12 12:59:22
1347,2301,4,Amazing! Will buy again.,0.79,2023-02-16,2026-02-12 12:59:22
1348,2305,2,Took too long to arrive.,-0.71,2024-05-25,2026-02-12 12:59:22
1349,2310,3,It's okay. Average product.,-0.15,2024-08-24,2026-02-12 12:59:22
1350,2310,4,Amazing! Will buy again.,0.74,2023-03-15,2026-02-12 12:59:22
1351,2311,3,It's okay. Average product.,-0.03,2024-07-16,2026-02-12 12:59:22
1352,2311,4,Excellent quality and fast shipping.,0.94,2024-10-28,2026-02-12 12:59:22
1353,2311,5,Excellent quality and fast shipping.,0.82,2024-03-01,2026-02-12 12:59:22
1354,2313,5,Excellent quality and fast shipping.,0.6,2024-05-10,2026-02-12 12:59:22
1355,2313,1,Poor quality. Would not recommend.,-0.5,2024-09-03,2026-02-12 12:59:22
1356,2313,5,Great product! Highly recommend.,0.74,2023-07-31,2026-02-12 12:59:22
1357,2314,4,Very satisfied with my purchase.,0.7,2024-07-22,2026-02-12 12:59:22
1358,2314,2,Poor quality. Would not recommend.,-0.39,2024-12-09,2026-02-12 12:59:22
1359,2318,4,Very satisfied with my purchase.,0.8,2023-11-15,2026-02-12 12:59:22
1360,2318,3,It's okay. Average product.,0.19,2023-07-04,2026-02-12 12:59:22
1361,2319,4,Great product! Highly recommend.,0.75,2023-04-29,2026-02-12 12:59:22
1362,2323,2,Not worth the price.,-0.54,2024-02-14,2026-02-12 12:59:22
1363,2323,2,Not worth the price.,-0.73,2024-12-21,2026-02-12 12:59:22
1364,2323,4,Perfect! Exceeded expectations.,0.97,2024-06-14,2026-02-12 12:59:22
1365,2325,4,Perfect! Exceeded expectations.,0.64,2024-11-24,2026-02-12 12:59:22
1366,2325,3,It's okay. Average product.,-0.11,2024-12-21,2026-02-12 12:59:22
1367,2329,5,Amazing! Will buy again.,0.51,2024-12-04,2026-02-12 12:59:22
1368,2329,5,Very satisfied with my purchase.,0.59,2024-09-19,2026-02-12 12:59:22
1369,2331,4,Very satisfied with my purchase.,0.92,2024-10-16,2026-02-12 12:59:22
